"Src NE Name","Sink NE Name","Link Type","Status","Capacity","Media Type","Protection","Service Class","Utilization","Route WKT"
"CSG-E02935","CSG-E02936","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","81%","LINESTRING(116.842634 39.562037, 116.8398414 39.5639166, 116.83826 39.560945)"
"CSG-E02936","CSG-E02937","CSG-Ring","Up","10G","Fiber","Ring","Access","88%","LINESTRING(116.83826 39.560945, 116.8410718 39.5593875, 116.838959 39.556965)"
"CSG-E02937","CSG-E02938","CSG-Ring","Up","10G","Fiber","Ring","Access","19%","LINESTRING(116.838959 39.556965, 116.8358288 39.5581706, 116.834978 39.554926)"
"CSG-E02938","CSG-E02939","CSG-Ring","Up","10G","Fiber","Ring","Access","26%","LINESTRING(116.834978 39.554926, 116.8374674 39.5533046, 116.834957 39.551716)"
"CSG-E02939","CSG-E02940","CSG-Ring","Up","10G","Fiber","Ring","Access","33%","LINESTRING(116.834957 39.551716, 116.834939 39.5484416, 116.838171 39.548967)"
"CSG-E02940","CSG-E02941","CSG-Ring","Up","10G","Fiber","Ring","Access","40%","LINESTRING(116.838171 39.548967, 116.8406564 39.5475323, 116.838142 39.546149)"
"CSG-E02941","CSG-E02942","CSG-Ring","Up","10G","Fiber","Ring","Access","47%","LINESTRING(116.838142 39.546149, 116.8371538 39.543397, 116.840051 39.543792)"
"ASG-090","CSG-E02929","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","54%","LINESTRING(116.840648 39.517314, 116.8439301 39.5434219, 116.8631 39.561447)"
"ASG-019","CSG-E02942","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","61%","LINESTRING(116.776339 39.554609, 116.8062479 39.5377323, 116.840051 39.543792)"
"CSG-E02943","CSG-E02944","CSG-Ring","Up","10G","Fiber","Ring","Access","68%","LINESTRING(115.908269 39.553692, 115.9112357 39.5547029, 115.9114 39.551573)"
"CSG-E02944","CSG-E02945","CSG-Ring","Up","10G","Fiber","Ring","Access","75%","LINESTRING(115.9114 39.551573, 115.9134951 39.5490174, 115.915721 39.55146)"
"CSG-E02945","CSG-E02946","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","82%","LINESTRING(115.915721 39.55146, 115.9188787 39.5523521, 115.919251 39.549092)"
"CSG-E02946","CSG-E02947","CSG-Ring","Up","10G","Fiber","Ring","Access","89%","LINESTRING(115.919251 39.549092, 115.9220504 39.5473592, 115.923334 39.550391)"
"CSG-E02947","CSG-E02948","CSG-Ring","Up","10G","Fiber","Ring","Access","20%","LINESTRING(115.923334 39.550391, 115.9245963 39.5532941, 115.927097 39.551353)"
"CSG-E02948","CSG-E02949","CSG-Ring","Up","10G","Fiber","Ring","Access","27%","LINESTRING(115.927097 39.551353, 115.9300371 39.5505126, 115.929838 39.553564)"
"CSG-E02949","CSG-E02950","CSG-Ring","Up","10G","Fiber","Ring","Access","34%","LINESTRING(115.929838 39.553564, 115.9315643 39.556454, 115.934261 39.554439)"
"CSG-E02950","CSG-E02951","CSG-Ring","Up","10G","Fiber","Ring","Access","41%","LINESTRING(115.934261 39.554439, 115.9373271 39.5542352, 115.936527 39.557202)"
"CSG-E02951","CSG-E02952","CSG-Ring","Up","10G","Fiber","Ring","Access","48%","LINESTRING(115.936527 39.557202, 115.934025 39.5588545, 115.936523 39.560513)"
"CSG-E02952","CSG-E02953","CSG-Ring","Up","10G","Fiber","Ring","Access","55%","LINESTRING(115.936523 39.560513, 115.939811 39.5603487, 115.939469 39.563623)"
"CSG-E02953","CSG-E02954","CSG-Ring","Down","10G","Fiber","Ring","Access","62%","LINESTRING(115.939469 39.563623, 115.936622 39.5647612, 115.938635 39.567074)"
"ASG-111","CSG-E02943","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","69%","LINESTRING(115.941631 39.555713, 115.9245862 39.5607077, 115.908269 39.553692)"
"ASG-115","CSG-E02954","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","76%","LINESTRING(115.941426 39.617919, 115.9491826 39.5919941, 115.938635 39.567074)"
"CSG-E02955","CSG-E02956","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","83%","LINESTRING(116.734167 39.5013, 116.7318021 39.5026591, 116.732414 39.500001)"
"CSG-E02956","CSG-E02957","CSG-Ring","Up","10G","Fiber","Ring","Access","90%","LINESTRING(116.732414 39.500001, 116.7314997 39.4972878, 116.72967 39.49949)"
"CSG-E02957","CSG-E02958","CSG-Ring","Up","10G","Fiber","Ring","Access","21%","LINESTRING(116.72967 39.49949, 116.7269593 39.4995331, 116.728828 39.497569)"
"CSG-E02958","CSG-E02959","CSG-Ring","Up","10G","Fiber","Ring","Access","28%","LINESTRING(116.728828 39.497569, 116.7313 39.4965313, 116.728774 39.495633)"
"CSG-E02959","CSG-E02960","CSG-Ring","Up","10G","Fiber","Ring","Access","35%","LINESTRING(116.728774 39.495633, 116.7261345 39.496275, 116.727504 39.493929)"
"CSG-E02960","CSG-E02961","CSG-Ring","Up","10G","Fiber","Ring","Access","42%","LINESTRING(116.727504 39.493929, 116.7292166 39.4917651, 116.726458 39.491839)"
"CSG-E02961","CSG-E02962","CSG-Ring","Up","10G","Fiber","Ring","Access","49%","LINESTRING(116.726458 39.491839, 116.7248525 39.4896217, 116.727575 39.489908)"
"CSG-E02962","CSG-E02963","CSG-Ring","Up","10G","Fiber","Ring","Access","56%","LINESTRING(116.727575 39.489908, 116.7299736 39.4913524, 116.729709 39.488565)"
"CSG-E02963","CSG-E02964","CSG-Ring","Up","10G","Fiber","Ring","Access","63%","LINESTRING(116.729709 39.488565, 116.7297354 39.485802, 116.731848 39.487583)"
"CSG-E02964","CSG-E02965","CSG-Ring","Up","10G","Fiber","Ring","Access","70%","LINESTRING(116.731848 39.487583, 116.7337386 39.4895586, 116.733932 39.486831)"
"CSG-E02965","CSG-E02966","CSG-Ring","Up","10G","Fiber","Ring","Access","77%","LINESTRING(116.733932 39.486831, 116.7325709 39.4843144, 116.735427 39.484484)"
"CSG-E02966","CSG-E02967","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","84%","LINESTRING(116.735427 39.484484, 116.7366843 39.487043, 116.738166 39.484607)"
"ASG-013","CSG-E02955","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","91%","LINESTRING(116.784248 39.465869, 116.7655851 39.4925991, 116.734167 39.5013)"
"ASG-019","CSG-E02967","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","22%","LINESTRING(116.776339 39.554609, 116.7698529 39.5127369, 116.738166 39.484607)"
"CSG-E02968","CSG-E02969","CSG-Ring","Up","10G","Fiber","Ring","Access","29%","LINESTRING(116.808059 40.08852, 116.8078423 40.0912153, 116.806097 40.08915)"
"CSG-E02969","CSG-E02970","CSG-Ring","Up","10G","Fiber","Ring","Access","36%","LINESTRING(116.806097 40.08915, 116.8033969 40.0884767, 116.804524 40.091021)"
"CSG-E02970","CSG-E02971","CSG-Ring","Up","10G","Fiber","Ring","Access","43%","LINESTRING(116.804524 40.091021, 116.8021055 40.0925641, 116.802041 40.089696)"
"CSG-E02971","CSG-E02972","CSG-Ring","Up","10G","Fiber","Ring","Access","50%","LINESTRING(116.802041 40.089696, 116.7997997 40.0880006, 116.799728 40.09081)"
"CSG-E02972","CSG-E02973","CSG-Ring","Up","10G","Fiber","Ring","Access","57%","LINESTRING(116.799728 40.09081, 116.7979363 40.0928962, 116.797526 40.090177)"
"CSG-E02973","CSG-E02974","CSG-Ring","Up","10G","Fiber","Ring","Access","64%","LINESTRING(116.797526 40.090177, 116.7976761 40.0874575, 116.795592 40.089211)"
"CSG-E02974","CSG-E02975","CSG-Ring","Down","10G","Fiber","Ring","Access","71%","LINESTRING(116.795592 40.089211, 116.7937942 40.0913344, 116.793225 40.088611)"
"CSG-E02975","CSG-E02976","CSG-Ring","Up","10G","Fiber","Ring","Access","78%","LINESTRING(116.793225 40.088611, 116.795607 40.0872887, 116.793013 40.086456)"
"CSG-E02976","CSG-E02977","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","85%","LINESTRING(116.793013 40.086456, 116.7904693 40.087179, 116.792027 40.085042)"
"CSG-E02977","CSG-E02978","CSG-Ring","Up","10G","Fiber","Ring","Access","92%","LINESTRING(116.792027 40.085042, 116.7945619 40.0843339, 116.792102 40.083398)"
"CSG-E02978","CSG-E02979","CSG-Ring","Up","10G","Fiber","Ring","Access","23%","LINESTRING(116.792102 40.083398, 116.7894899 40.0836439, 116.791479 40.081933)"
"CSG-E02979","CSG-E02980","CSG-Ring","Up","10G","Fiber","Ring","Access","30%","LINESTRING(116.791479 40.081933, 116.7923176 40.0792527, 116.789653 40.08014)"
"CSG-E02980","CSG-E02981","CSG-Ring","Up","10G","Fiber","Ring","Access","37%","LINESTRING(116.789653 40.08014, 116.7890991 40.0774327, 116.791539 40.07873)"
"CSG-E02981","CSG-E02982","CSG-Ring","Up","10G","Fiber","Ring","Access","44%","LINESTRING(116.791539 40.07873, 116.7939434 40.0798812, 116.792868 40.077442)"
"ASG-041","CSG-E02968","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","51%","LINESTRING(116.770159 40.05852, 116.794509 40.066698, 116.808059 40.08852)"
"ASG-096","CSG-E02982","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","58%","LINESTRING(116.834737 40.055699, 116.8098888 40.0590341, 116.792868 40.077442)"
"CSG-E02983","CSG-E02984","CSG-Ring","Up","10G","Fiber","Ring","Access","65%","LINESTRING(116.992375 39.956032, 116.9954419 39.9539429, 116.997805 39.956804)"
"CSG-E02984","CSG-E02985","CSG-Ring","Up","10G","Fiber","Ring","Access","72%","LINESTRING(116.997805 39.956804, 117.0009924 39.9581441, 117.002186 39.954899)"
"CSG-E02985","CSG-E02986","CSG-Ring","Up","10G","Fiber","Ring","Access","79%","LINESTRING(117.002186 39.954899, 117.005526 39.9540094, 117.00626 39.957387)"
"CSG-E02986","CSG-E02987","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","86%","LINESTRING(117.00626 39.957387, 117.0081483 39.9601576, 117.01069 39.957971)"
"CSG-E02987","CSG-E02988","CSG-Ring","Up","10G","Fiber","Ring","Access","93%","LINESTRING(117.01069 39.957971, 117.0137167 39.9561182, 117.015592 39.959131)"
"CSG-E02988","CSG-E02989","CSG-Ring","Up","10G","Fiber","Ring","Access","24%","LINESTRING(117.015592 39.959131, 117.0148409 39.962285, 117.01808 39.962426)"
"CSG-E02989","CSG-E02990","CSG-Ring","Up","10G","Fiber","Ring","Access","31%","LINESTRING(117.01808 39.962426, 117.0202518 39.9647624, 117.017481 39.966343)"
"CSG-E02990","CSG-E02991","CSG-Ring","Up","10G","Fiber","Ring","Access","38%","LINESTRING(117.017481 39.966343, 117.0179128 39.9699363, 117.021522 39.969669)"
"CSG-E02991","CSG-E02992","CSG-Ring","Up","10G","Fiber","Ring","Access","45%","LINESTRING(117.021522 39.969669, 117.0203069 39.9733035, 117.016532 39.972643)"
"CSG-E02992","CSG-E02993","CSG-Ring","Up","10G","Fiber","Ring","Access","52%","LINESTRING(117.016532 39.972643, 117.0144913 39.9751503, 117.01735 39.97666)"
"ASG-079","CSG-E02983","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","59%","LINESTRING(117.006858 39.988073, 116.9938491 39.9746594, 116.992375 39.956032)"
"ASG-079","CSG-E02993","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","66%","LINESTRING(117.006858 39.988073, 117.0141583 39.9842551, 117.01735 39.97666)"
"CSG-E02994","CSG-E02995","CSG-Ring","Up","10G","Fiber","Ring","Access","73%","LINESTRING(116.877959 40.145389, 116.8821455 40.1439185, 116.885043 40.147279)"
"CSG-E02995","CSG-E02996","CSG-Ring","Down","10G","Fiber","Ring","Access","80%","LINESTRING(116.885043 40.147279, 116.8888345 40.1498293, 116.892692 40.14738)"
"CSG-E02996","CSG-E02997","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","87%","LINESTRING(116.892692 40.14738, 116.8964187 40.148765, 116.895844 40.152699)"
"CSG-E02997","CSG-E02998","CSG-Ring","Up","10G","Fiber","Ring","Access","18%","LINESTRING(116.895844 40.152699, 116.8978146 40.1568433, 116.902402 40.156727)"
"CSG-E02998","CSG-E02999","CSG-Ring","Up","10G","Fiber","Ring","Access","25%","LINESTRING(116.902402 40.156727, 116.9024198 40.1610072, 116.898367 40.162384)"
"CSG-E02999","CSG-E03000","CSG-Ring","Up","10G","Fiber","Ring","Access","32%","LINESTRING(116.898367 40.162384, 116.8949278 40.1635579, 116.895916 40.167055)"
"ASG-113","CSG-E02994","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","39%","LINESTRING(116.869379 40.188766, 116.8658611 40.1655331, 116.877959 40.145389)"
"ASG-113","CSG-E03000","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","46%","LINESTRING(116.869379 40.188766, 116.8865555 40.1826872, 116.895916 40.167055)"
"CSG-E00512","CSG-B0001","CSG-Ring","Up","10G","Fiber","Ring","Access","53%","LINESTRING(115.951706 40.317734, 115.9476249 40.3178011, 115.946541 40.313866)"
"CSG-B0001","CSG-B0002","CSG-Ring","Up","10G","Fiber","Ring","Access","60%","LINESTRING(115.946541 40.313866, 115.94342 40.3164431, 115.945184 40.320086)"
"CSG-E02748","CSG-B0003","CSG-Ring","Up","10G","Fiber","Ring","Access","67%","LINESTRING(116.302282 39.634295, 116.3019976 39.6384414, 116.297934 39.639314)"
"CSG-B0003","CSG-B0004","CSG-Ring","Up","10G","Fiber","Ring","Access","74%","LINESTRING(116.297934 39.639314, 116.2922295 39.6366545, 116.286386 39.638993)"
"CSG-E01592","CSG-B0005","CSG-Ring","Up","10G","Fiber","Ring","Access","81%","LINESTRING(115.817734 40.307604, 115.8208556 40.3101303, 115.819096 40.31374)"
"CSG-E02552","CSG-B0006","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","88%","LINESTRING(116.722584 39.554327, 116.7179211 39.55563, 116.716897 39.560362)"
"CSG-B0006","CSG-B0007","CSG-Ring","Up","10G","Fiber","Ring","Access","19%","LINESTRING(116.716897 39.560362, 116.7209712 39.5619669, 116.720885 39.566345)"
"CSG-E02683","CSG-B0008","CSG-Ring","Up","10G","Fiber","Ring","Access","26%","LINESTRING(116.615486 40.206518, 116.6122827 40.2051979, 116.611096 40.208453)"
"CSG-E01951","CSG-B0009","CSG-Ring","Up","10G","Fiber","Ring","Access","33%","LINESTRING(116.917641 40.234694, 116.9143024 40.2389842, 116.908872 40.238733)"
"CSG-B0009","CSG-B0010","CSG-Ring","Up","10G","Fiber","Ring","Access","40%","LINESTRING(116.908872 40.238733, 116.9029615 40.2386167, 116.899076 40.243072)"
"CSG-B0010","CSG-B0011","CSG-Ring","Up","10G","Fiber","Ring","Access","47%","LINESTRING(116.899076 40.243072, 116.9004846 40.2466917, 116.89716 40.2487)"
"CSG-E00159","CSG-B0012","CSG-Ring","Up","10G","Fiber","Ring","Access","54%","LINESTRING(116.853641 40.247366, 116.8563329 40.2448296, 116.854038 40.241929)"
"CSG-B0012","CSG-B0013","CSG-Ring","Up","10G","Fiber","Ring","Access","61%","LINESTRING(116.854038 40.241929, 116.8518205 40.2471829, 116.846315 40.24867)"
"CSG-B0013","CSG-B0014","CSG-Ring","Up","10G","Fiber","Ring","Access","68%","LINESTRING(116.846315 40.24867, 116.8424863 40.2450104, 116.837318 40.246168)"
"CSG-E00269","CSG-B0015","CSG-Ring","Up","10G","Fiber","Ring","Access","75%","LINESTRING(116.063599 39.871562, 116.0640695 39.8665011, 116.068647 39.864292)"
"CSG-B0015","CSG-B0016","CSG-Ring","Up","10G","Fiber","Ring","Access","82%","LINESTRING(116.068647 39.864292, 116.0663025 39.8609096, 116.062424 39.862286)"
"CSG-B0016","CSG-B0017","CSG-Ring","Down","10G","Fiber","Ring","Access","89%","LINESTRING(116.062424 39.862286, 116.0671507 39.8602942, 116.071327 39.863272)"
"CSG-E02227","CSG-B0018","CSG-Ring","Up","10G","Fiber","Ring","Access","20%","LINESTRING(116.478386 39.460625, 116.4822485 39.4593305, 116.481947 39.455268)"
"CSG-B0018","CSG-B0019","CSG-Ring","Up","10G","Fiber","Ring","Access","27%","LINESTRING(116.481947 39.455268, 116.4856301 39.4559557, 116.48535 39.459692)"
"CSG-E02830","CSG-B0020","CSG-Ring","Up","10G","Fiber","Ring","Access","34%","LINESTRING(116.795859 40.048705, 116.7993488 40.048324, 116.798918 40.04484)"
"CSG-B0020","CSG-B0021","CSG-Ring","Up","10G","Fiber","Ring","Access","41%","LINESTRING(116.798918 40.04484, 116.7937457 40.0444562, 116.791301 40.039882)"
"CSG-E00466","CSG-B0022","CSG-Ring","Up","10G","Fiber","Ring","Access","48%","LINESTRING(116.344857 39.804094, 116.3481618 39.8056451, 116.349915 39.802443)"
"CSG-B0022","CSG-B0023","CSG-Ring","Up","10G","Fiber","Ring","Access","55%","LINESTRING(116.349915 39.802443, 116.3530017 39.7985834, 116.357877 39.799393)"
"CSG-E00924","CSG-B0024","CSG-Ring","Up","10G","Fiber","Ring","Access","62%","LINESTRING(116.298199 39.910749, 116.3014361 39.9142104, 116.305974 39.912844)"
"CSG-B0024","CSG-B0025","CSG-Ring","Up","10G","Fiber","Ring","Access","69%","LINESTRING(116.305974 39.912844, 116.3020271 39.9130223, 116.301066 39.90919)"
"CSG-B0025","CSG-B0026","CSG-Ring","Up","10G","Fiber","Ring","Access","76%","LINESTRING(116.301066 39.90919, 116.296337 39.9082013, 116.293265 39.91193)"
"CSG-E02583","CSG-B0027","CSG-Ring","Up","10G","Fiber","Ring","Access","83%","LINESTRING(116.261302 39.856302, 116.258313 39.8581007, 116.256596 39.855064)"
"CSG-B0027","CSG-B0028","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","90%","LINESTRING(116.256596 39.855064, 116.2529927 39.8535545, 116.250856 39.856825)"
"CSG-B0028","CSG-B0029","CSG-Ring","Up","10G","Fiber","Ring","Access","21%","LINESTRING(116.250856 39.856825, 116.2548399 39.8523258, 116.260849 39.852398)"
"CSG-E02176","CSG-B0030","CSG-Ring","Up","10G","Fiber","Ring","Access","28%","LINESTRING(116.751087 40.070423, 116.7504177 40.0739348, 116.753914 40.074681)"
"CSG-E00687","CSG-B0031","CSG-Ring","Up","10G","Fiber","Ring","Access","35%","LINESTRING(116.897052 39.936376, 116.8919561 39.9394401, 116.886324 39.937533)"
"CSG-E02903","CSG-B0032","CSG-Ring","Up","10G","Fiber","Ring","Access","42%","LINESTRING(116.302256 39.779155, 116.3039134 39.7822126, 116.306914 39.780454)"
"CSG-B0032","CSG-B0033","CSG-Ring","Up","10G","Fiber","Ring","Access","49%","LINESTRING(116.306914 39.780454, 116.3101213 39.7840236, 116.308413 39.788508)"
"CSG-B0033","CSG-B0034","CSG-Ring","Up","10G","Fiber","Ring","Access","56%","LINESTRING(116.308413 39.788508, 116.3067779 39.7842028, 116.302181 39.783926)"
"CSG-E01930","CSG-B0035","CSG-Ring","Up","10G","Fiber","Ring","Access","63%","LINESTRING(116.760393 40.201382, 116.7601663 40.2065813, 116.755663 40.20919)"
"CSG-B0035","CSG-B0036","CSG-Ring","Up","10G","Fiber","Ring","Access","70%","LINESTRING(116.755663 40.20919, 116.7510592 40.2112441, 116.750489 40.216253)"
"CSG-E00610","CSG-B0037","CSG-Ring","Up","10G","Fiber","Ring","Access","77%","LINESTRING(116.256932 40.313007, 116.2516451 40.3159385, 116.245959 40.313886)"
"CSG-E01753","CSG-B0038","CSG-Ring","Up","10G","Fiber","Ring","Access","84%","LINESTRING(116.490207 40.258931, 116.4869824 40.2619077, 116.488638 40.265972)"
"CSG-B0038","CSG-B0039","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","91%","LINESTRING(116.488638 40.265972, 116.493131 40.2653235, 116.495495 40.269199)"
"CSG-B0039","CSG-B0040","CSG-Ring","Down","10G","Fiber","Ring","Access","22%","LINESTRING(116.495495 40.269199, 116.4936088 40.271782, 116.496546 40.273048)"
"CSG-E02606","CSG-B0041","CSG-Ring","Up","10G","Fiber","Ring","Access","29%","LINESTRING(115.88263 39.619795, 115.8827286 39.6241894, 115.878652 39.625833)"
"CSG-B0041","CSG-B0042","CSG-Ring","Up","10G","Fiber","Ring","Access","36%","LINESTRING(115.878652 39.625833, 115.8748534 39.6241172, 115.872141 39.627282)"
"CSG-E02214","CSG-B0043","CSG-Ring","Up","10G","Fiber","Ring","Access","43%","LINESTRING(116.577481 39.986655, 116.5830162 39.9839182, 116.588763 39.986177)"
"CSG-E01056","CSG-B0044","CSG-Ring","Up","10G","Fiber","Ring","Access","50%","LINESTRING(116.591973 40.073305, 116.5869542 40.0728292, 116.583994 40.07691)"
"CSG-B0044","CSG-B0045","CSG-Ring","Up","10G","Fiber","Ring","Access","57%","LINESTRING(116.583994 40.07691, 116.5811403 40.0744778, 116.583241 40.071372)"
"CSG-E01872","CSG-B0046","CSG-Ring","Up","10G","Fiber","Ring","Access","64%","LINESTRING(116.626145 39.695451, 116.6285794 39.6932448, 116.626016 39.69119)"
"CSG-E01731","CSG-B0047","CSG-Ring","Up","10G","Fiber","Ring","Access","71%","LINESTRING(116.824526 39.519028, 116.821172 39.516291, 116.822636 39.512217)"
"CSG-B0047","CSG-B0048","CSG-Ring","Up","10G","Fiber","Ring","Access","78%","LINESTRING(116.822636 39.512217, 116.8258952 39.5121265, 116.825233 39.508934)"
"CSG-B0048","CSG-B0049","CSG-Ring","Up","10G","Fiber","Ring","Access","85%","LINESTRING(116.825233 39.508934, 116.8284557 39.5092614, 116.827518 39.512362)"
"CSG-E01167","CSG-B0050","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","92%","LINESTRING(116.183922 39.904296, 116.182521 39.9070971, 116.185599 39.907676)"
"CSG-E02961","CSG-B0051","CSG-Ring","Up","10G","Fiber","Ring","Access","23%","LINESTRING(116.726458 39.491839, 116.721562 39.4936838, 116.717353 39.490576)"
"CSG-E00477","CSG-B0052","CSG-Ring","Up","10G","Fiber","Ring","Access","30%","LINESTRING(116.77972 40.354397, 116.7765488 40.3535171, 116.776168 40.356786)"
"CSG-B0052","CSG-B0053","CSG-Ring","Up","10G","Fiber","Ring","Access","37%","LINESTRING(116.776168 40.356786, 116.7729275 40.3564672, 116.773821 40.353336)"
"CSG-E00488","CSG-B0054","CSG-Ring","Up","10G","Fiber","Ring","Access","44%","LINESTRING(116.903978 40.403982, 116.9079009 40.4069248, 116.912366 40.404897)"
"CSG-E01907","CSG-B0055","CSG-Ring","Up","10G","Fiber","Ring","Access","51%","LINESTRING(115.874798 40.205486, 115.8769763 40.2012877, 115.881705 40.20139)"
